Address_street, Богдана Хмельницкого № 3
Address_street, Богдана Хмельницкого 4/1
Address_street, Богдана Хмельницкого 5
Address_street, Богдана Хмельницкого 6
Address_street, Богдана Хмельницкого 6/1
Address_street, Богдана Хмельницкого 7
Address_street, Богдана Хмельницкого 7/1
Address_street, Богдана Хмельницкого 8
Address_street, Богдана Хмельницкого 8/1
Address_street, Богдана Хмельницкого 8/2
Address_street, Богдана Хмельницкого 8/3
Address_street, Богдана Хмельницкого 10
Address_street, Богдана Хмельницкого 10/1
Address_street, Богдана Хмельницкого 10/2
Address_street, Народная № 5
Address_street, Народная 5/1
Address_street, Народная 7
Address_street, Народная 9
Address_street, Народная 9/1
Address_street, Народная 13/1
Precinct_number,1596
Precinct_place, МБОУ города Новосибирска «Средняя общеобразовательная школа № 158», ул. Народная, 11 
Address_street, Богдана Хмельницкого № 11
Address_street, Богдана Хмельницкого 11/1
Address_street, Богдана Хмельницкого 11/2
Address_street, Богдана Хмельницкого 11/3
Address_street, Богдана Хмельницкого 12/1
Address_street, Богдана Хмельницкого 13
Address_street, Богдана Хмельницкого 14
Address_street, Богдана Хмельницкого 14/1
Address_street, Богдана Хмельницкого 14/2
Address_street, Богдана Хмельницкого 15
Address_street, Богдана Хмельницкого 16/1
Address_street, Богдана Хмельницкого 17
Address_street, Богдана Хмельницкого 18
Address_street, Богдана Хмельницкого 18/1
Address_street, Богдана Хмельницкого 19/3
Address_street, Народная № 15
Address_street, Народная 15/1
Address_street, Народная 17
Address_street, Народная 21/1
Address_street, Народная 25
Precinct_number,1597
Precinct_place, МБУК города Новосибирска «Дворец культуры имени М. Горького», ул. Богдана Хмельницкого, 40 
Address_street, Александра Невского № 2
Address_street, Александра Невского 4
Address_street, Александра Невского 6
Address_street, Александра Невского 8
Address_street, Богдана Хмельницкого № 20
Address_street, Богдана Хмельницкого 20/1
Address_street, Богдана Хмельницкого 22
Address_street, Богдана Хмельницкого 22/1
Address_street, Богдана Хмельницкого 24
Address_street, Богдана Хмельницкого 26
Address_street, Богдана Хмельницкого 26/1
Address_street, Богдана Хмельницкого 29
Address_street, Богдана Хмельницкого 29/1
Address_street, Богдана Хмельницкого 29/2
Address_street, Богдана Хмельницкого 31
Address_street, Богдана Хмельницкого 33
Address_street, Богдана Хмельницкого 33/1
Address_street, Народная № 19
Address_street, Народная 21
Address_street, Народная 23
Address_street, Народная 27
Address_street, Народная 27/1
Address_street, Народная 29/1
Address_street, Народная 31/1
Address_street, Народная 33/1
Address_street, Власова 9
Address_street,
Address_side, 2-й Краснодонский, № 7, 7/1;
Precinct_number,1598
Precinct_place, МАОУ города Новосибирска «Гимназия № 12», ул. Богдана Хмельницкого, 37 
Address_street, 25 лет Октября № 25
Address_street, 25 лет Октября 25/1
Address_street, Александра Невского № 10
Address_street, Александра Невского 12
Address_street, Александра Невского 12а
Address_street, Александра Невского 14
Address_street, Александра Невского 16
Address_street, Александра Невского 16а
Address_street, Александра Невского 18
Address_street, Александра Невского 20
Address_street, Александра Невского 22
Address_street, Александра Невского 24
Address_street, Богдана Хмельницкого № 35
Address_street, Богдана Хмельницкого 37
Address_street, Богдана Хмельницкого 39
Address_street, Богдана Хмельницкого 41
Address_street, Богдана Хмельницкого 41/1
Address_street, Богдана Хмельницкого 43
Address_street, Богдана Хмельницкого 45
Address_street, Богдана Хмельницкого 45/1
Address_street,
Address_side, 1-й Краснодонский, № 9, 10, 12
Address_side, 2-й Краснодонский, 10
Precinct_number,1599
Precinct_place, МБУК города Новосибирска «Дворец культуры имени М. Горького», ул. Богдана Хмельницкого, 40 
Address_street, Богдана Хмельницкого № 28
Address_street, Богдана Хмельницкого 28/1
Address_street, Богдана Хмельницкого 30
Address_street, Богдана Хмельницкого 32
Address_street, Богдана Хмельницкого 34
Address_street, Богдана Хмельницкого 36
Address_street, Богдана Хмельницкого 38
Address_street, Богдана Хмельницкого 42
Address_street, Народная № 24
Address_street, Народная 35/1
Address_street, Народная 41
Address_street, Народная 43
Address_street, Народная 45
Address_street, Народная 47
Address_street,
Address_side, 1-й Краснодонский, 3
Address_side, 2-й Краснодонский, № 1, 3, 4
Precinct_number,1600
Precinct_place, МБУК города Новосибирска «Дворец культуры имени М. Горького», ул. Богдана Хмельницкого, 40 
Address_street, Богдана Хмельницкого № 44
Address_street, Богдана Хмельницкого 46
Address_street, Богдана Хмельницкого 48
Address_street, Богдана Хмельницкого 50
Address_street, Богдана Хмельницкого 52
Address_street, Народная № 26
Address_street, Народная 26/1
Address_street, Народная 28
Address_street, Народная 28/1
Address_street, Народная 30
Address_street, Народная 30/1
Address_street, Народная 49
Address_street, Народная 49/1
Address_street, Народная 51
Address_street, Народная 53
Address_street,
Address_side, 1-й Краснодонский, 4
Precinct_number,1601
Precinct_place, МАОУ города Новосибирска «Средняя общеобразовательная школа № 211 имени Леонида Ивановича Сидоренко», ул. Тюленина, 26/1 
Address_street, Гребенщикова № 1
Address_street, Гребенщикова 5/1
Address_street, Гребенщикова 6
Address_street, Гребенщикова 6/1
Address_street, Мясниковой № 20
Address_street, Мясниковой 22
Address_street, Мясниковой 22/1
Address_street, Мясниковой 22/3
Address_street, Мясниковой 24
Address_street, Мясниковой 24/1
Address_street, Мясниковой 24/2
Address_street, Мясниковой 26
Address_street, Мясниковой 30
Address_street,
Precinct_number,1602
Precinct_place, МКУ дополнительного образования города Новосибирска «Городской ресурсный центр по организации отдыха и оздоровления детей «Формула успеха», ул. Богдана Хмельницкого, 51 
Address_street, 25 лет Октября № 28
Address_street, 25 лет Октября 34
Address_street, 25 лет Октября 34а
Address_street, 25 лет Октября 36
Address_street, Александра Невского – четная с № 26 по 36
Address_street, Богдана Хмельницкого № 47
Address_street, Богдана Хмельницкого 49
Address_street, Богдана Хмельницкого 53
Address_street, Богдана Хмельницкого 54
Address_street, Богдана Хмельницкого 55
Address_street, Богдана Хмельницкого 56/1
Address_street, Богдана Хмельницкого 60/1
Address_street, Богдана Хмельницкого 62
Address_street, Народная – четная № 32 34
Address_street, Народная – четная № 32 36
Address_street, Народная – четная № 32 нечетная с № 55 по 63
Address_street, Театральная № 31
Address_street, Театральная 35/1
Address_street, Театральная 37
Precinct_number,1603
Precinct_place, ГБПОУ Новосибирской области «Новосибирский электротехнический колледж», ул. Учительская, 42 
Address_street, Богдана Хмельницкого № 57
Address_street, Богдана Хмельницкого 57/1
Address_street, Богдана Хмельницкого 59
Address_street, Богдана Хмельницкого 59/1
Address_street, Богдана Хмельницкого 61
Address_street, Богдана Хмельницкого 61/1
Address_street, Богдана Хмельницкого76
Address_street, Богдана Хмельницкого 76/1
Address_street, Богдана Хмельницкого 76/2
Address_street, Богдана Хмельницкого 80
Address_street, Народная № 77
Address_street, Народная 79
Address_street, Народная 81
Address_street, Новая Заря № 33
Address_street, Новая Заря 33а
Address_street, Новая Заря 35
Address_street, Новая Заря 40
Address_street, Театральная № 40
Address_street, Театральная 42
Address_street, Учительская № 37
Address_street, Учительская 39
Precinct_number,1604
Precinct_place, ГБПОУ Новосибирской области «Новосибирский электротехнический колледж», ул. Учительская, 42 
Address_street, Богдана Хмельницкого № 63
Address_street, Богдана Хмельницкого 65
Address_street, Новая Заря с № 43 по 53
Address_street, Овчукова
Address_street, Учительская № 40
Address_street, Учительская 44
Address_street, Учительская 48
Address_street, Учительская 50
Address_street, Учительская 52
Address_street,
Precinct_number,1605
Precinct_place, МБОУ города Новосибирска «Лицей № 28», ул. Новая Заря, 27 
Address_street, Олеко Дундича № 21
Address_street, Олеко Дундича 23
Address_street, Олеко Дундича 23/3
Address_street, Олеко Дундича 25
Address_street, Учительская № 15
Address_street, Учительская 17
Address_street, Учительская 17/1
Address_street, Учительская 19
Address_street, Учительская 19/1
Address_street, Учительская 21
Precinct_number,1606
Precinct_place, МБОУ города Новосибирска «Лицей № 28», ул. Новая Заря, 27 
Address_street, Народная – четная с № 50 по 60
Address_street, Олеко Дундича № 27
Address_street, Олеко Дундича 27/1
Address_street, Олеко Дундича 27/2
Address_street, Олеко Дундича 29
Address_street, Учительская № 18
Address_street, Учительская 20
Address_street, Учительская 22
Address_street, Учительская 24
Address_street, Учительская 24/1
Precinct_number,1607
Precinct_place, МБОУ города Новосибирска «Лицей № 28», ул. Новая Заря, 27 
Address_street, Авиастроителей 49
Address_street, Новая Заря – четная с № 18 по 28а 15
Address_street, Новая Заря – четная с № 18 по 28а 17
Address_street, Новая Заря – четная с № 18 по 28а 19
Address_street, Новая Заря – четная с № 18 по 28а 21
Address_street, Новая Заря – четная с № 18 по 28а 23
Address_street, Новая Заря – четная с № 18 по 28а 25
Address_street, Новая Заря – четная с № 18 по 28а 25/1
Address_street, Сибстройпути
Precinct_number,1608
Precinct_place, МБОУ города Новосибирска «Средняя общеобразовательная школа № 143», ул. Объединения, 82/2 
Precinct_number,1609
Precinct_place, МБОУ города Новосибирска «Средняя общеобразовательная школа № 143», ул. Объединения, 82/2 
Address_street, Богдана Хмельницкого № 75
Address_street, Богдана Хмельницкого 77
Address_street, Богдана Хмельницкого 79
Address_street, Богдана Хмельницкого 81
Address_street, Богдана Хмельницкого 83
Address_street, Богдана Хмельницкого 85
Address_street, Богдана Хмельницкого 87
Address_street, Объединения № 31
Address_street, Объединения 33
Address_street, Объединения 88
Address_street, Объединения 88/1
Address_street, Объединения 90
Address_street, Объединения 90/1
Address_street, Объединения 94/1
Address_street, Объединения 96
Address_street, Объединения 96/1
Address_street, Объединения 98
Address_street, Объединения 100
Address_street, Объединения 100/1
Address_street, Объединения 102
Precinct_number,1610
Precinct_place, МБОУ города Новосибирска «Средняя общеобразовательная школа № 143», ул. Объединения, 82/2 
Address_street, Карпатская
Address_street, Макаренко № 2
Address_street, Макаренко 4
Address_street, Макаренко 6
Address_street, Объединения – нечетная № 11 13
Address_street, Объединения – нечетная № 11 15
Address_street, Объединения – нечетная № 11 17
Address_street, Объединения – нечетная № 11 19
Address_street, Объединения – нечетная № 11 19/1
Address_street, Объединения – нечетная № 11 21
Address_street, Объединения – нечетная № 11 четная с № 4 по 42
Address_street, Объединения – нечетная № 11 62
Address_street, Объединения – нечетная № 11 64
Address_street, Объединения – нечетная № 11 66
Precinct_number,1611
Precinct_place, МБОУ города Новосибирска «Средняя общеобразовательная школа № 78», ул. Макаренко, 28 
Address_street, Макаренко № 10
Address_street, Макаренко 12
Address_street, Макаренко 14
Address_street, Макаренко 22
Address_street, Макаренко 24
Address_street, Объединения № 23
Address_street, Объединения 23/1
Address_street, Столетова 2
Precinct_number,1612
Precinct_place, МБОУ города Новосибирска «Средняя общеобразовательная школа № 78», ул. Макаренко, 28 
Address_street, Макаренко № 11
Address_street, Макаренко 13
Address_street, Макаренко 15
Address_street, Макаренко 19
Address_street, Макаренко 19/1
Address_street, Столетова № 9
Address_street, Столетова 11
Address_street, Столетова 13
Address_street, Столетова 15
Address_street, Столетова 17
Address_street, Столетова 17/1
Precinct_number,1613
Precinct_place, МБОУ города Новосибирска «Средняя общеобразовательная школа № 78», ул. Макаренко, 28 
Address_street, Столетова № 9
Address_street, Столетова 11
Address_street, Столетова 13
Address_street, Столетова 15
Address_street, Столетова 17
Address_street, Столетова 17/1
Precinct_number,1614
Precinct_place, МБОУ города Новосибирска «Средняя общеобразовательная школа № 173», ул. Столетова, 22 
Address_street, Макаренко 23/1
Address_street, Столетова № 14
Address_street, Столетова 16
Address_street, Столетова 16/1
Address_street, Столетова 18/1
Address_street, Столетова 20
Address_street, Столетова 20/1
Address_street, Столетова 30
Address_street, Столетова 32
Precinct_number,1615
Precinct_place, МБОУ города Новосибирска «Средняя общеобразовательная школа № 173», ул. Столетова, 22 
Address_street, Столетова № 14
Address_street, Столетова 16
Address_street, Столетова 16/1
Address_street, Столетова 18/1
Address_street, Столетова 20
Address_street, Столетова 20/1
Address_street, Столетова 30
Address_street, Столетова 32
Precinct_number,1616
Precinct_place, МБОУ города Новосибирска «Средняя общеобразовательная школа № 184», ул. Макаренко, 25/1 
Address_street, Богдана Хмельницкого № 107
Address_street, Богдана Хмельницкого 107/1
Address_street, Объединения № 31/1
Address_street, Объединения 33/1
Address_street, Объединения 35/1
Address_street, Объединения 35/2
Address_street, Объединения 39
Address_street, Объединения 39/1
Address_street, Пятницкого
Address_street,
Precinct_number,1617
Precinct_place, МБОУ города Новосибирска «Средняя общеобразовательная школа № 184», ул. Макаренко, 25/1 
Address_street, Дунаевского
Address_street, Макаренко – нечетная с № 21 по 33 (кроме № 23/1) 52
Address_street, Столетова 20/2
Address_street,
Precinct_number,1618
Precinct_place, МБОУ города Новосибирска «Средняя общеобразовательная школа № 103», ул. Фадеева, 50/1 
Address_street, Декоративная – нечетная с № 53 по 63
Address_street, Новочеркасская
Address_street, Окружная
Address_street, Пятигорская
Address_street, Саянская
Address_street, Сельскохозяйственная
Address_street, Сухановская
Address_street, Тайшетская
Address_street, Тамбовская
Address_street, Фадеева – четная с № 4 по 24 нечетная с № 1 по 55
Address_street, Целинная
Address_street, Электронная
Address_street, Шаляпина
Address_street,
Address_side, Бобруйский
Address_side, 1-й Новаторский
Address_side, Новаторский
Address_side, 1-й Рекордный
Address_side, Рекордный
Address_side, Сельскохозяйственный
Address_side, 2-й Фадеева
Address_side, 1-й Электронный, 2-й Электронный, 3-й Электронный, 4-й Электронный, 5-й Электронный, 6-й Электронный
Precinct_number,1619
Precinct_place, МБОУ города Новосибирска «Средняя общеобразовательная школа № 103», ул. Фадеева, 50/1 
Address_street, Карельская
Address_street, Тагильская
Address_street, Тамбовская – нечетная с № 23 до конца
Address_street, Фадеева № 66
Address_street, Фадеева 66/2
Address_street, Фадеева 85
Address_street, Фадеева 89
Address_street, Фадеева 91
Precinct_number,1620
Precinct_place, МБОУ города Новосибирска «Средняя общеобразовательная школа № 8», ул. Курчатова, 37/1 
Address_street, Фадеева № 66
Address_street, Фадеева 66/2
Address_street, Фадеева 85
Address_street, Фадеева 89
Address_street, Фадеева 91
Precinct_number,1621
Precinct_place, МБОУ города Новосибирска «Средняя общеобразовательная школа № 8», ул. Курчатова, 37/1 
Address_street, Фадеева № 66
Address_street, Фадеева 66/2
Address_street, Фадеева 85
Address_street, Фадеева 89
Address_street, Фадеева 91
Precinct_number,1622
Precinct_place, МБОУ города Новосибирска «Средняя общеобразовательная школа № 151», ул. Курчатова, 13/1 
Address_street, Фадеева № 66
Address_street, Фадеева 66/2
Address_street, Фадеева 85
Address_street, Фадеева 89
Address_street, Фадеева 91
Precinct_number,1623
Precinct_place, МБОУ города Новосибирска «Средняя общеобразовательная школа № 151», ул. Курчатова, 13/1 
Address_street, Курчатова 17
Address_street, Рассветная № 3
Address_street, Рассветная 9
Address_street, Рассветная 15
Address_street, Рассветная 17
Precinct_number,1624
Precinct_place, МБОУ города Новосибирска «Средняя общеобразовательная школа № 151», ул. Курчатова, 13/1 
Address_street, Рассветная № 3
Address_street, Рассветная 9
Address_street, Рассветная 15
Address_street, Рассветная 17
Precinct_number,1625
Precinct_place, МБОУ города Новосибирска «Средняя общеобразовательная школа № 105 имени Героя России Ивана Шелохвостова», ул. Красных Зорь, 7 
Address_street, Красных Зорь № 1
Address_street, Красных Зорь 3
Address_street, Красных Зорь 3/1
Address_street, Красных Зорь 3/2
Address_street, Рассветная № 2/1
Address_street, Рассветная 2/3
Address_street, Рассветная 4/1
Precinct_number,1626
Precinct_place, МБОУ города Новосибирска «Средняя общеобразовательная школа № 105 имени Героя России Ивана Шелохвостова», ул. Красных Зорь, 7 
Address_street, Рассветная № 2/1
Address_street, Рассветная 2/3
Address_street, Рассветная 4/1
Precinct_number,1627
Precinct_place, МБОУ города Новосибирска «Средняя общеобразовательная школа № 105 имени Героя России Ивана Шелохвостова», ул. Красных Зорь, 7 
Address_street, Красных Зорь 5
Address_street, Рассветная 14
Address_street, Тайгинская № 22
Address_street, Тайгинская 22/1
Address_street, Тайгинская 24
Address_street, Тайгинская 24/1
Address_street, Тайгинская 26
Precinct_number,1628
Precinct_place, МБОУ города Новосибирска «Средняя общеобразовательная школа № 105 имени Героя России Ивана Шелохвостова», ул. Красных Зорь, 7 
Precinct_number,1629
Precinct_place, МБОУ города Новосибирска «Средняя общеобразовательная школа № 203 с углубленным изучением предметов художественно-эстетического цикла», ул. Кочубея, 11/1 
Address_street, Кочубея № 1
Address_street, Кочубея 3
Address_street, Кочубея 5
Address_street, Кочубея 7
Address_street, Кочубея 9
Address_street, Кочубея 11
Address_street, Краузе 1
Address_street, Тюленина 1
Precinct_number,1630
Precinct_place, МБОУ города Новосибирска «Средняя общеобразовательная школа № 203 с углубленным изучением предметов художественно-эстетического цикла», ул. Кочубея, 11/1 
Address_street, Кочубея 9/1
Address_street, Земнухова № 5
Address_street, Земнухова 5/1
Address_street, Земнухова 7
Address_street, Земнухова 7/1
Address_street, Земнухова 9
Address_street, Земнухова 11
Address_street, Земнухова 13
Precinct_number,1631
Precinct_place, МБОУ города Новосибирска «Средняя общеобразовательная школа № 203 с углубленным изучением предметов художественно-эстетического цикла», ул. Кочубея, 11/1 
Address_street, Земнухова № 3
Address_street, Земнухова 4
Address_street, Земнухова 6
Address_street, Земнухова 8
Address_street, Земнухова 12
Address_street, Краузе 5
Address_street, Тюленина № 1/2
Address_street, Тюленина 5
Precinct_number,1632
Precinct_place, МБОУ города Новосибирска «Средняя общеобразовательная школа № 207», ул. Родники, 4 
Address_street, Родники № 1
Address_street, Родники 1/1
Address_street, Родники 2
Address_street, Родники 2/1
Address_street, Родники 3
Address_street, Родники 3/1
Address_street, Родники 3/2
Address_street, Родники Тюленина
Address_street, Родники 12
Precinct_number,1633
Precinct_place, МБОУ города Новосибирска «Средняя общеобразовательная школа № 207», ул. Родники, 4 
Address_street, Родники № 6
Address_street, Родники 6/1
Address_street, Родники 10
Address_street, Свечникова № 4
Address_street, Свечникова 6
Address_street, Свечникова 7
Address_street, Свечникова 9
Precinct_number,1634
Precinct_place, МБОУ города Новосибирска «Средняя общеобразовательная школа № 207», ул. Родники, 4 
Address_street, Михаила Немыткина 8/1
Address_street, Свечникова № 1
Address_street, Свечникова 2
Address_street, Свечникова 3
Address_street, Тюленина № 14
Address_street, Тюленина 15
Address_street, Тюленина 15/1
Address_street, Тюленина 15/2
Address_street, Тюленина 16/1
Precinct_number,1635
Precinct_place, МБОУ города Новосибирска «Средняя общеобразовательная школа № 207», ул. Родники, 4 
Address_street, Гребенщикова № 10
Address_street, Гребенщикова 12
Address_street, Гребенщикова 12/1
Address_street, Гребенщикова 14
Address_street, Краузе 13
Address_street, Свечникова 4/1
Address_street, Тюленина 17
Precinct_number,1636
Precinct_place, МАОУ города Новосибирска «Средняя общеобразовательная школа № 211 имени Леонида Ивановича Сидоренко», ул. Тюленина, 26/1 
Address_street, Гребенщикова № 9
Address_street, Гребенщикова 11
Address_street, Гребенщикова 11/1
Address_street, Гребенщикова 13
Address_street, Гребенщикова 13/1
Address_street, Гребенщикова 13/2
Address_street, Тюленина № 19
Address_street, Тюленина 19/1
Address_street, Тюленина 19/2
Address_street, Тюленина 21
Address_street, Тюленина 21/1
Address_street, Тюленина 22
Address_street, Тюленина 23
Address_street, Тюленина 24
Precinct_number,1637
Precinct_place, МБОУ города Новосибирска «Средняя общеобразовательная школа № 207», ул. Родники, 4 
Address_street, Гребенщикова № 15
Address_street, Гребенщикова 17
Address_street, Краузе № 17
Address_street, Краузе 19
Address_street, Краузе 19/1
Address_street, Краузе 21/1
Precinct_number,1638
Precinct_place, МБУ ДО города Новосибирска «Центр внешкольной работы «Пашинский», ул. Новоуральская, 21 
Address_street, Новоуральская – четная с № 40 до конца 23
Address_street, Новоуральская – четная с № 40 до конца 23а
Address_street, Новоуральская – четная с № 40 до конца 25
Address_street, Новоуральская – четная с № 40 до конца 25а
Address_street, Новоуральская – четная с № 40 до конца 27
Address_street, Новоуральская – четная с № 40 до конца 27а
Address_street, Новоуральская – четная с № 40 до конца 29
Address_street, Новоуральская – четная с № 40 до конца 29а
Address_street, Новоуральская – четная с № 40 до конца 31
Address_street, Новоуральская – четная с № 40 до конца 31а
Address_street, Новоуральская – четная с № 40 до конца 33
Address_street, Новоуральская – четная с № 40 до конца 33а
Address_street, Подлесная
Address_street, Хвойная
Address_street,
Address_side, Подлесный
Address_side, 7-й Магистральный
Address_side, 8-й Магистральный
Address_side, 9-й Магистральный
Address_side, 10-й Магистральный
Address_side, 11-й Магистральный
Address_side,
Address_place, СТ «Заря Пашинская»
Address_place, СТ «Заря Ранняя»
Address_place, ГБУЗ НСО «Городская больница № 4»
Precinct_number,1639
Precinct_place, МБУ ДО города Новосибирска «Центр внешкольной работы «Пашинский», ул. Новоуральская, 21 
Address_street, Новоуральская – четная с № 2 по 36 1
Address_street, Новоуральская – четная с № 2 по 36 1а
Address_street, Новоуральская – четная с № 2 по 36 1б
Address_street, Новоуральская – четная с № 2 по 36 1/1
Address_street, Новоуральская – четная с № 2 по 36 3
Address_street, Новоуральская – четная с № 2 по 36 5
Address_street, Новоуральская – четная с № 2 по 36 7
Address_street, Новоуральская – четная с № 2 по 36 9
Address_street, Новоуральская – четная с № 2 по 36 9а
Address_street, Подорожная
Address_street, Чекалина – с № 1 по 35
Precinct_number,1640
Precinct_place, МБОУ города Новосибирска «Средняя общеобразовательная школа № 34», ул. Новоуральская, 11/3 
Precinct_number,1641
Precinct_place, МБОУ города Новосибирска «Средняя общеобразовательная школа № 34», ул. Новоуральская, 11/3 
Address_street, Бабаева
Address_street, Белореченская – четная с № 16 по 32 нечетная с № 29 по 47
Address_street, Белореченская – четная с № 16 по 32 Габова
Address_street, Ладожская
Address_street, Магистральная № 51
Address_street, Магистральная 51а
Address_street, Магистральная 51б
Address_street, Магистральная 53
Address_street, Магистральная 53а
Address_street, Магистральная 53б
Address_street, Магистральная 55
Address_street, Магистральная 57
Address_street, Магистральная 57а
Address_street, Магистральная 59
Address_street, Магистральная четная с № 46 по № 52в
Address_street, Новоуральская № 19
Address_street, Новоуральская 19/8
Address_street, Новоуральская 19/9
Address_street, Новоуральская 19/10
Address_street, Новоуральская 19/11
Address_street, Новоуральская 19/12
Address_street, Тевризская – четная с № 40 по 56 нечетная с № 49 по 61
Address_street,
Address_side, Турухановский
Precinct_number,1642
Precinct_place, МБОУ города Новосибирска «Средняя общеобразовательная школа № 46 имени Героя России Сергея Амосова», ул. Магистральная, 16 
Address_street, Александра Освальда
Address_street, Барабинская
Address_street, Белореченская – четная с № 2 по 10 нечетная с № 1 по 27
Address_street, Бориса Полевого
Address_street, Венгеровская
Address_street, Вересковая
Address_street, Верхоянская
Address_street, Веселовская
Address_street, Вольная
Address_street, Геннадия Заволокина
Address_street, Дергунова
Address_street, Доволенская
Address_street, Дозорная
Address_street, Донецкая
Address_street, Здвинская
Address_street, Знаменская
Address_street, Ирменская
Address_street, Карасукская
Address_street, Каргатская
Address_street, Коченевская
Address_street, Кочковская
Address_street, Красноозерская
Address_street, Купинская
Address_street, Кыштовская
Address_street, Магистральная – четная № 2 по 44 нечетная № 1 по 33
Address_street, Малая
Address_street, Маслянинская
Address_street, Мачтовая
Address_street, Межевая
Address_street, Мошковская
Address_street, Николая Захарова
Address_street, Николая Кудрина
Address_street, Ордынская
Address_street, Ратная
Address_street, Романа Сидорова
Address_street, Селенгинская
Address_street, Сергея Никифорова
Address_street, Солидарности – четная с № 2 по 52 нечетная с № 1 по 49а
Address_street, Спасская
Address_street, Стадионная
Address_street, Сузунская
Address_street, Тевризская четная с № 2 по 38
Address_street, Тевризская нечетная с № 1 по 47
Address_street, Тернопольская
Address_street, Тихомирова
Address_street, Тихорецкая
Address_street, Тогучинская
Address_street, Томская
Address_street, Турухановская
Address_street, Убинская
Address_street, Укромная
Address_street, Умревинская
Address_street, Флагманская
Address_street, Хуторская
Address_street, Чановская
Address_street, Чаусская
Address_street, Чистопольская
Address_street, Шелохвостова
Address_street, Ясеневая
Address_street,
Address_side, 1-й Магистральный
Address_side, Великолукский
Address_side, Придорожный
Address_side, Томский, территории: ДП «Восход Пашинский»
Address_side, СТ «Сибиряк Пашинский»
Address_side, СТ «Сибиряк Приозерный»
Address_place, ДП «Восход Пашинский»
Address_place, СТ «Сибиряк Пашинский»
Address_place, СТ «Сибиряк Приозерный»
Precinct_number,1643
Precinct_place, МБУ ДО города Новосибирска «Центр внешкольной работы «Пашинский», ул. Флотская, 8 
Address_street, Корабельная
Address_street, Матросская
Address_street, Мореходная
Address_street, Флотская
Address_street,
Address_side, Донецкий
Address_side, Мошковский
Precinct_number,1644
Precinct_place, МБОУ города Новосибирска «Лицей № 81», ул. Солидарности, 65 
Precinct_number,1645
Precinct_place, МБОУ города Новосибирска «Лицей № 81», ул. Солидарности, 65 
Precinct_number,1646
Precinct_place, МБУ ДО города Новосибирска «Центр внешкольной работы «Пашинский», ул. Солидарности, 71б 
Precinct_number,1647
Precinct_place, МБУ ДО города Новосибирска «Центр внешкольной работы «Пашинский», ул. Солидарности, 71б 
Address_street, Лейтенанта Амосова № 53
Address_street, Лейтенанта Амосова 55
Address_street, Солидарности № 57
Address_street, Солидарности 59
Address_street, Солидарности 61
Address_street, Солидарности 61а
Address_street, Солидарности 63
Address_street, Солидарности 63а
Address_street, Солидарности 65
Address_street, Солидарности 65б
Address_street, Солидарности 71
Address_street, Солидарности 79
Address_street, Солидарности 79/2
Address_street, Солидарности 81
Address_street, Солидарности 103а
Address_street,
Precinct_number,2015
Precinct_place, МАОУ города Новосибирска «Средняя общеобразовательная школа № 211 имени Леонида Ивановича Сидоренко», ул. Тюленина, 26/1 
Address_street, Гребенщикова № 3
Address_street, Гребенщикова 5
Address_street, Гребенщикова 7
Address_street, Гребенщикова 7/1
Address_street, Тюленина № 24/1
Address_street, Тюленина 24/2
Address_street, Тюленина 26
Address_street, Тюленина 26/2
Address_street, Тюленина 28
Address_street, Тюленина 28/1
Precinct_number,2016
Precinct_place, МБОУ города Новосибирска «Средняя общеобразовательная школа № 103», ул. Фадеева, 50/1 
Address_street, Бунина
Address_street, Генераторная
Address_street, Декоративная – нечетная с № 1 по 31
Address_street, 2 4
Address_street, Игарская
Address_street, Илимская
Address_street, Ковалевского
Address_street, Оптическая
Address_street, Полежаева
Address_street, Ставского
Address_street, Фадеева – четная с № 46 до конца (кроме 66 66/2)
Address_street, Фадеева – четная с № 46 до конца (кроме 66 нечетная с № 57 по 83
Address_street, Ферганская
Precinct_number,2025
Precinct_place, МАОУ города Новосибирска «Средняя общеобразовательная школа № 211 имени Леонида Ивановича Сидоренко», ул. Тюленина, 26/1 
Address_street, Гребенщикова 8
Address_street, Михаила Немыткина № 5
Address_street, Михаила Немыткина 10
Address_street, Михаила Немыткина 12
Address_street, Мясниковой № 6/1
Address_street, Мясниковой 6/2
Address_street, Мясниковой 6/3
Address_street, Мясниковой 8
Address_street, Мясниковой 8/1
Address_street, Мясниковой 8/2
Address_street, Мясниковой 10
Address_street, Тюленина № 20
Address_street, Тюленина 20/1
Township_name,КИРОВСКОГО РАЙОНА ГОРОДА НОВОСИБИРСКА
Township_count,68
Precinct_nums_str,с № 1648 по 1708, 1847, 1895, 2014, 2020, 2021, 2026, 2029.
Precinct_nums,1648,1649,1650,1651,1652,1653,1654,1655,1656,1657,1658,1659,1660,1661,1662,1663,1664,1665,1666,1667,1668,1669,1670,1671,1672,1673,1674,1675,1676,1677,1678,1679,1680,1681,1682,1683,1684,1685,1686,1687,1688,1689,1690,1691,1692,1693,1694,1695,1696,1697,1698,1699,1700,1701,1702,1703,1704,1705,1706,1707,1708,1847,1895,2014,2020,2021,2026,2029
Precinct_number,1648
Precinct_place, МАУ города Новосибирска «Центр спортивной культуры», ул. Станиславского, 33 
Address_street, Костычева – четная № 74 74/1
Address_street, Костычева – четная № 74 с № 76 до конца
Address_street, Костычева – четная № 74 нечетная с № 55 до конца
Address_street, Немировича-Данченко – четная c № 42 по 60
